entrez_gene_ida	entrez_gene_idb	gene_symbol_a	gene_symbol_b	screens_found
54763	84708	ROPN1	LNX1	1
54763	150165	ROPN1	XKR3	2
54763	163882	ROPN1	CNST	1
54763	285093	ROPN1	RTP5	1
54763	285753	ROPN1	CEP57L1	2
54765	140691	TRIM44	TRIM69	1
54776	54776	PPP1R12C	PPP1R12C	1
54776	54955	PPP1R12C	C1orf109	1
54776	84991	PPP1R12C	RBM17	1
54778	54778	RNF111	RNF111	1
54778	128178	RNF111	EDARADD	2
54778	199834	RNF111	LCE4A	1
54784	113878	ALKBH4	DTX2	1
54785	93611	C17orf59	FBXO44	1
54785	257218	C17orf59	SHPRH	1
54793	54906	KCTD9	FAM208B	1
54793	57332	KCTD9	CBX8	1
54793	64170	KCTD9	CARD9	1
54793	79843	KCTD9	FAM124B	1
54793	80125	KCTD9	CCDC33	1
54793	91694	KCTD9	LONRF1	1
54793	125115	KCTD9	KRT40	2
54793	129401	KCTD9	NUP35	2
54793	148281	KCTD9	SYT6	1
54793	170954	KCTD9	PPP1R18	1
54793	287015	KCTD9	TRIM42	1
54797	56658	MED18	TRIM39	2
54797	57594	MED18	HOMEZ	2
54810	54810	GIPC2	GIPC2	1
54810	57684	GIPC2	ZBTB26	1
54815	125115	GATAD2A	KRT40	1
54819	55145	ZCCHC10	THAP1	1
54819	80254	ZCCHC10	CEP63	1
54819	80321	ZCCHC10	CEP70	2
54819	84708	ZCCHC10	LNX1	1
54819	171483	ZCCHC10	FAM9B	2
54819	200845	ZCCHC10	KCTD6	1
54819	222389	ZCCHC10	BEND7	2
54819	246329	ZCCHC10	STAC3	2
54819	256281	ZCCHC10	NUDT14	1
54819	653121	ZCCHC10	ZBTB8A	1
54828	80262	BCAS3	C16orf70	1
54834	79959	GDAP2	CEP76	1
54850	81704	FBXL12	DOCK8	2
54850	84708	FBXL12	LNX1	1
54852	163183	PAQR5	SYNE4	2
54855	84528	FAM46C	RHOXF2	1
54860	60343	MS4A12	FAM3A	2
54865	80321	GPATCH4	CEP70	1
54865	147872	GPATCH4	CCDC155	2
54870	54870	QRICH1	QRICH1	1
54870	64395	QRICH1	GMCL1	1
54870	84991	QRICH1	RBM17	1
54870	86614	QRICH1	HSFY1	1
54880	84333	BCOR	PCGF5	2
54900	57559	LAX1	STAMBPL1	2
54902	56478	TTC19	EIF4ENIF1	1
54902	80125	TTC19	CCDC33	2
54902	84456	TTC19	L3MBTL3	1
54902	339834	TTC19	CCDC36	1
54906	54906	FAM208B	FAM208B	1
54906	64170	FAM208B	CARD9	2
54906	84126	FAM208B	ATRIP	1
54906	85302	FAM208B	FBF1	1
54906	131377	FAM208B	KLHL40	1
54906	283385	FAM208B	MORN3	2
54906	287015	FAM208B	TRIM42	1
54908	54908	SPDL1	SPDL1	1
54908	161582	SPDL1	DYX1C1	1
54908	170954	SPDL1	PPP1R18	2
54908	285093	SPDL1	RTP5	1
54910	125115	SEMA4C	KRT40	2
54910	388677	SEMA4C	NOTCH2NL	1
54918	171483	CMTM6	FAM9B	1
54925	54925	ZSCAN32	ZSCAN32	1
54925	55663	ZSCAN32	ZNF446	1
54925	252884	ZSCAN32	ZNF396	2
54925	342945	ZSCAN32	ZSCAN22	1
54925	387032	ZSCAN32	ZKSCAN4	1
54927	55120	CHCHD3	FANCL	1
54927	57096	CHCHD3	RPGRIP1	1
54927	64396	CHCHD3	GMCL1P1	1
54927	80125	CHCHD3	CCDC33	1
54927	83878	CHCHD3	USHBP1	1
54927	84445	CHCHD3	LZTS2	1
54927	117177	CHCHD3	RAB3IP	2
54927	117178	CHCHD3	SSX2IP	1
54927	125115	CHCHD3	KRT40	1
54927	220082	CHCHD3	SPERT	1
54927	388677	CHCHD3	NOTCH2NL	1
54932	54932	EXD3	EXD3	1
54935	60491	DUSP23	NIF3L1	1
54942	79618	FAM206A	HMBOX1	1
54946	79849	SLC41A3	PDZD3	1
54954	54971	FAM120C	BANP	1
54955	55165	C1orf109	CEP55	1
54955	57159	C1orf109	TRIM54	2
54955	57541	C1orf109	ZNF398	1
54955	60561	C1orf109	RINT1	1
54955	83878	C1orf109	USHBP1	2
54955	84056	C1orf109	KATNAL1	1
54955	84445	C1orf109	LZTS2	1
54955	84970	C1orf109	C1orf94	1
54955	125115	C1orf109	KRT40	2
54955	220082	C1orf109	SPERT	1
54955	287015	C1orf109	TRIM42	1
54955	339834	C1orf109	CCDC36	1
54956	64395	PARP16	GMCL1	2
54957	79666	TXNL4B	PLEKHF2	1
54957	114824	TXNL4B	PNMA5	1
54962	56159	TIPIN	TEX11	1
54967	167838	CT55	TXLNB	2
54970	145282	TTC12	MIPOL1	1
54971	54971	BANP	BANP	1
54971	55015	BANP	PRPF39	1
54971	55022	BANP	PID1	1
54971	55138	BANP	FAM90A1	1
54971	55466	BANP	DNAJA4	1
54971	55885	BANP	LMO3	1
54971	56891	BANP	LGALS14	2
54971	57573	BANP	ZNF471	1
54971	57819	BANP	LSM2	1
54971	79165	BANP	LENG1	1
54971	79696	BANP	ZC2HC1C	1
54971	79959	BANP	CEP76	1
54971	83637	BANP	ZMIZ2	1
54971	83714	BANP	NRIP2	1
54971	84271	BANP	POLDIP3	1
54971	84340	BANP	GFM2	1
54971	84456	BANP	L3MBTL3	1
54971	84536	BANP	LINC01547	1
54971	84970	BANP	C1orf94	1
54971	112597	BANP	LINC00152	1
54971	117177	BANP	RAB3IP	1
54971	118738	BANP	ZNF488	1
54971	128872	BANP	HMGB3P1	2
54971	128977	BANP	C22orf39	1
54971	137196	BANP	CCDC26	1
54971	147650	BANP	SPACA6P	1
54971	149069	BANP	DCDC2B	1
54971	150864	BANP	FAM117B	1
54971	153769	BANP	SH3RF2	1
54971	154313	BANP	C6orf165	1
54971	196472	BANP	FAM71C	1
54971	246269	BANP	LACE1	1
54971	283150	BANP	FOXR1	1
54971	284656	BANP	EPHA10	1
54971	541471	BANP	MIR4435-1HG	1
54974	54974	THG1L	THG1L	1
54998	171483	AURKAIP1	FAM9B	1
55005	171483	RMND1	FAM9B	1
55006	171483	TRMT61B	FAM9B	2
55007	55007	FAM118A	FAM118A	1
55007	55233	FAM118A	MOB1A	1
55007	64853	FAM118A	AIDA	1
55007	79607	FAM118A	FAM118B	1
55007	84708	FAM118A	LNX1	1
55007	148932	FAM118A	MOB3C	1
55011	81628	PIH1D1	TSC22D4	1
55012	80125	PPP2R3C	CCDC33	1
55012	116173	PPP2R3C	CMTM5	2
55022	55145	PID1	THAP1	1
55022	57120	PID1	GOPC	1
55022	80125	PID1	CCDC33	1
55022	220082	PID1	SPERT	1
55022	386677	PID1	KRTAP10-1	1
55022	388677	PID1	NOTCH2NL	1
55030	125115	FBXO34	KRT40	1
55034	55742	MOCOS	PARVA	1
55039	84708	TRMT12	LNX1	1
55041	84970	PLEKHB2	C1orf94	1
55048	55165	VPS37C	CEP55	1
55048	60561	VPS37C	RINT1	1
55048	84970	VPS37C	C1orf94	2
55048	93487	VPS37C	MAPK1IP1L	1
55048	222546	VPS37C	RFX6	1
55068	116225	ENOX1	ZMYND19	1
55068	129868	ENOX1	TRIM43	1
55069	163183	TMEM248	SYNE4	1
55072	83899	RNF31	KRTAP9-2	2
55072	114990	RNF31	VASN	1
55072	149473	RNF31	CCDC24	1
55075	125115	UACA	KRT40	1
55080	125115	TAPBPL	KRT40	2
55080	386675	TAPBPL	KRTAP10-7	1
55086	55086	CXorf57	CXorf57	1
55092	84867	TMEM51	PTPN5	1
55093	55145	WDYHV1	THAP1	1
55093	55697	WDYHV1	VAC14	1
55093	55964	WDYHV1	03-Sep	2
55093	57159	WDYHV1	TRIM54	2
55093	57727	WDYHV1	NCOA5	1
55093	59349	WDYHV1	KLHL12	1
55093	60490	WDYHV1	PPCDC	1
55093	79078	WDYHV1	C1orf50	1
55093	79839	WDYHV1	CCDC102B	1
55093	80896	WDYHV1	NPL	2
55093	83899	WDYHV1	KRTAP9-2	2
55093	84445	WDYHV1	LZTS2	1
55093	84618	WDYHV1	NT5C1A	2
55093	84905	WDYHV1	ZNF341	1
55093	85280	WDYHV1	KRTAP9-4	1
55093	85291	WDYHV1	KRTAP4-2	1
55093	91694	WDYHV1	LONRF1	1
55093	114824	WDYHV1	PNMA5	2
55093	128178	WDYHV1	EDARADD	2
55093	154796	WDYHV1	AMOT	2
55093	162333	WDYHV1	10-Mar	1
55093	256281	WDYHV1	NUDT14	1
55093	284252	WDYHV1	KCTD1	1
55093	386675	WDYHV1	KRTAP10-7	1
55093	386680	WDYHV1	KRTAP10-5	1
55093	387856	WDYHV1	CCDC184	1
55093	653121	WDYHV1	ZBTB8A	1
55093	100288797	WDYHV1	TMEM239	1
55109	55109	AGGF1	AGGF1	1
55109	126868	AGGF1	MAB21L3	1
55110	57541	MAGOHB	ZNF398	2
55110	58500	MAGOHB	ZNF250	1
55110	79839	MAGOHB	CCDC102B	1
55110	125115	MAGOHB	KRT40	2
55110	287015	MAGOHB	TRIM42	2
55118	118812	CRTAC1	MORN4	1
55120	56478	FANCL	EIF4ENIF1	1
55120	81704	FANCL	DOCK8	1
55120	84445	FANCL	LZTS2	1
55120	85376	FANCL	RIMBP3	1
55120	117178	FANCL	SSX2IP	1
55120	129831	FANCL	RBM45	1
55120	339834	FANCL	CCDC36	1
55127	79719	HEATR1	AAGAB	1
55132	140691	LARP1B	TRIM69	1
55138	55165	FAM90A1	CEP55	1
55138	55722	FAM90A1	CEP72	1
55138	57120	FAM90A1	GOPC	1
55138	60561	FAM90A1	RINT1	1
55138	79158	FAM90A1	GNPTAB	1
55138	79959	FAM90A1	CEP76	1
55138	123722	FAM90A1	FSD2	1
55138	125115	FAM90A1	KRT40	2
55138	147872	FAM90A1	CCDC155	1
55138	246329	FAM90A1	STAC3	1
55138	284001	FAM90A1	CCDC57	2
55145	55145	THAP1	THAP1	1
55145	55216	THAP1	C11orf57	2
55145	55342	THAP1	STRBP	1
55145	55668	THAP1	GPATCH2L	1
55145	65003	THAP1	MRPL11	1
55145	79169	THAP1	C1orf35	1
55145	84310	THAP1	C7orf50	1
55145	92129	THAP1	RIPPLY1	2
55145	92906	THAP1	HNRNPLL	1
55145	122183	THAP1	PRR20A	2
55145	138046	THAP1	RALYL	1
55145	201181	THAP1	ZNF385C	1
55145	220108	THAP1	FAM124A	1
55145	254173	THAP1	TTLL10	1
55145	286499	THAP1	FAM133A	2
55145	386675	THAP1	KRTAP10-7	2
55145	399761	THAP1	BMS1P5	1
55145	441212	THAP1	RP9P	2
55147	171483	RBM23	FAM9B	2
55150	125115	C19orf73	KRT40	1
55156	56181	ARMC1	MTFR1L	1
55164	64395	SHQ1	GMCL1	1
55164	64396	SHQ1	GMCL1P1	1
55165	55165	CEP55	CEP55	1
55165	55200	CEP55	PLEKHG6	1
55165	55696	CEP55	RBM22	1
55165	55758	CEP55	RCOR3	1
55165	84285	CEP55	EIF1AD	2
55165	84939	CEP55	MUM1	1
55165	84991	CEP55	RBM17	2
55165	85302	CEP55	FBF1	2
55165	93487	CEP55	MAPK1IP1L	1
55165	115106	CEP55	HAUS1	1
55165	117178	CEP55	SSX2IP	1
55165	147372	CEP55	CCBE1	2
55165	285753	CEP55	CEP57L1	2
55165	375056	CEP55	MIA3	1
55165	553115	CEP55	PEF1	2
55165	100132979	CEP55	GOLGA8DP	1
55170	64147	PRMT6	KIF9	1
55182	57120	RNF220	GOPC	1
55191	80022	NADSYN1	MYO15B	1
55195	56159	C14orf105	TEX11	1
55195	84445	C14orf105	LZTS2	2
55195	117178	C14orf105	SSX2IP	2
55195	125115	C14orf105	KRT40	2
55195	171483	C14orf105	FAM9B	1
55195	220082	C14orf105	SPERT	1
55198	57403	APPL2	RAB22A	1
55198	79723	APPL2	SUV39H2	1
55201	83593	MAP1S	RASSF5	1
55204	84708	GOLPH3L	LNX1	1
55209	80321	SETD5	CEP70	1
55209	125115	SETD5	KRT40	1
55211	57096	DPPA4	RPGRIP1	2
55216	57693	C11orf57	ZNF317	1
55216	79622	C11orf57	SNRNP25	1
55216	80321	C11orf57	CEP70	2
55216	222389	C11orf57	BEND7	2
55216	246329	C11orf57	STAC3	2
55231	57159	CCDC87	TRIM54	1
55231	83878	CCDC87	USHBP1	1
55233	55964	MOB1A	03-Sep	2
55233	123920	MOB1A	CMTM3	1
55233	171483	MOB1A	FAM9B	1
55234	114932	SMU1	MRFAP1L1	2
55236	79618	UBA6	HMBOX1	1
55246	64395	CCDC25	GMCL1	1
55251	55697	PCMTD2	VAC14	2
55257	386675	MRGBP	KRTAP10-7	1
55257	388677	MRGBP	NOTCH2NL	2
55269	140258	PSPC1	KRTAP13-1	1
55272	83878	IMP3	USHBP1	1
55272	147700	IMP3	KLC3	1
55273	84283	TMEM100	TMEM79	1
55273	284001	TMEM100	CCDC57	1
55274	83746	PHF10	L3MBTL2	1
55281	163183	TMEM140	SYNE4	1
55284	83878	UBE2W	USHBP1	1
55285	57159	RBM41	TRIM54	1
55285	60561	RBM41	RINT1	1
55285	84445	RBM41	LZTS2	1
55285	125115	RBM41	KRT40	1
55285	138046	RBM41	RALYL	1
55285	145282	RBM41	MIPOL1	1
55297	55297	CCDC91	CCDC91	1
55308	57409	DDX19A	MIF4GD	1
55319	386675	TMA16	KRTAP10-7	1
55324	80125	ABCF3	CCDC33	1
55329	55329	MNS1	MNS1	1
55332	81563	DRAM1	C1orf21	1
55333	83878	SYNJ2BP	USHBP1	2
55337	55337	C19orf66	C19orf66	1
55337	64753	C19orf66	CCDC136	1
55337	83755	C19orf66	KRTAP4-12	1
55337	83899	C19orf66	KRTAP9-2	1
55337	84062	C19orf66	DTNBP1	1
55337	84445	C19orf66	LZTS2	1
55337	85291	C19orf66	KRTAP4-2	2
55337	85294	C19orf66	KRTAP2-4	1
55337	117178	C19orf66	SSX2IP	1
55337	125115	C19orf66	KRT40	2
55337	386675	C19orf66	KRTAP10-7	2
55337	386676	C19orf66	KRTAP10-9	2
55337	386677	C19orf66	KRTAP10-1	2
55337	386680	C19orf66	KRTAP10-5	2
55337	386681	C19orf66	KRTAP10-8	2
55337	386682	C19orf66	KRTAP10-3	2
55337	388677	C19orf66	NOTCH2NL	2
55340	65983	GIMAP5	GRAMD3	1
55340	132228	GIMAP5	LSMEM2	1
55340	388633	GIMAP5	LDLRAD1	2
55349	388677	CHDH	NOTCH2NL	1
55353	254827	LAPTM4B	NAALADL2	2
55454	163183	CSGALNACT2	SYNE4	1
55503	125115	TRPV6	KRT40	2
55503	386680	TRPV6	KRTAP10-5	1
55503	386681	TRPV6	KRTAP10-8	1
55503	386682	TRPV6	KRTAP10-3	2
55503	388677	TRPV6	NOTCH2NL	1
55505	55651	NOP10	NHP2	1
55510	386682	DDX43	KRTAP10-3	1
55521	55521	TRIM36	TRIM36	1
55521	80342	TRIM36	TRAF3IP3	1
55521	84914	TRIM36	ZNF587	1
55521	147687	TRIM36	ZNF417	1
55521	153527	TRIM36	ZMAT2	1
55536	55536	CDCA7L	CDCA7L	1
55536	55565	CDCA7L	ZNF821	1
55536	56259	CDCA7L	CTNNBL1	1
55536	57050	CDCA7L	UTP3	1
55536	58500	CDCA7L	ZNF250	2
55536	63978	CDCA7L	PRDM14	1
55536	64170	CDCA7L	CARD9	1
55536	80125	CDCA7L	CCDC33	1
55536	80321	CDCA7L	CEP70	1
55536	80342	CDCA7L	TRAF3IP3	1
55536	84289	CDCA7L	ING5	1
55536	117178	CDCA7L	SSX2IP	1
55536	162989	CDCA7L	DEDD2	1
55536	171483	CDCA7L	FAM9B	2
55536	222389	CDCA7L	BEND7	1
55536	283385	CDCA7L	MORN3	1
55536	287015	CDCA7L	TRIM42	1
55536	386675	CDCA7L	KRTAP10-7	2
55554	386682	KLK15	KRTAP10-3	1
55577	55577	NAGK	NAGK	1
55577	55860	NAGK	ACTR10	1
55586	55586	MIOX	MIOX	1
55616	79849	ASAP3	PDZD3	1
55624	84708	POMGNT1	LNX1	1
55629	55802	PNRC2	DCP1A	1
55633	56159	TBC1D22B	TEX11	1
55633	57159	TBC1D22B	TRIM54	1
55633	114824	TBC1D22B	PNMA5	1
55633	125115	TBC1D22B	KRT40	2
55633	159989	TBC1D22B	CCDC67	1
55633	284001	TBC1D22B	CCDC57	1
55646	222389	LYAR	BEND7	1
55663	55663	ZNF446	ZNF446	1
55663	55888	ZNF446	ZKSCAN7	1
55663	80345	ZNF446	ZSCAN16	1
55663	84307	ZNF446	ZNF397	2
55663	84445	ZNF446	LZTS2	1
55663	84547	ZNF446	PGBD1	1
55663	84838	ZNF446	ZNF496	1
55663	125115	ZNF446	KRT40	2
55663	252884	ZNF446	ZNF396	2
55663	342945	ZNF446	ZSCAN22	1
55663	386682	ZNF446	KRTAP10-3	2
55663	388677	ZNF446	NOTCH2NL	2
55668	57541	GPATCH2L	ZNF398	1
55668	63978	GPATCH2L	PRDM14	1
55668	79797	GPATCH2L	ZNF408	1
55668	80125	GPATCH2L	CCDC33	1
55668	80321	GPATCH2L	CEP70	2
55668	83755	GPATCH2L	KRTAP4-12	1
55668	84445	GPATCH2L	LZTS2	1
55668	90933	GPATCH2L	TRIM41	1
55668	125115	GPATCH2L	KRT40	1
55668	386676	GPATCH2L	KRTAP10-9	1
55668	653121	GPATCH2L	ZBTB8A	1
55677	285141	IWS1	ERICH2	1
55677	386682	IWS1	KRTAP10-3	1
55679	125115	LIMS2	KRT40	2
55679	386675	LIMS2	KRTAP10-7	1
55679	386680	LIMS2	KRTAP10-5	1
55679	386682	LIMS2	KRTAP10-3	2
55679	388677	LIMS2	NOTCH2NL	1
55697	57162	VAC14	PELI1	1
55697	57213	VAC14	SPRYD7	1
55697	58157	VAC14	NGB	2
55697	64778	VAC14	FNDC3B	1
55697	66036	VAC14	MTMR9	1
55697	79754	VAC14	ASB13	1
55697	80350	VAC14	LPAL2	1
55697	80778	VAC14	ZNF34	2
55697	84279	VAC14	PRADC1	1
55697	84528	VAC14	RHOXF2	1
55697	84532	VAC14	ACSS1	1
55697	85007	VAC14	PHYKPL	1
55697	122183	VAC14	PRR20A	1
55697	132321	VAC14	C4orf33	1
55697	146664	VAC14	MGAT5B	1
55697	170082	VAC14	TCEANC	1
55697	200576	VAC14	PIKFYVE	1
55697	221718	VAC14	LINC00518	1
55697	284040	VAC14	CDRT4	1
55697	337972	VAC14	KRTAP19-5	1
55697	337974	VAC14	KRTAP19-7	1
55697	388389	VAC14	CCDC103	1
55697	100137047	VAC14	JMJD7	2
55698	79959	RADIL	CEP76	1
55698	114932	RADIL	MRFAP1L1	1
55701	220082	ARHGEF40	SPERT	1
55702	79960	CCDC94	JADE1	1
55702	80321	CCDC94	CEP70	1
55722	57559	CEP72	STAMBPL1	1
55722	202051	CEP72	SPATA24	2
55722	375307	CEP72	CATIP	1
55734	55872	ZFP64	PBK	2
55734	64782	ZFP64	AEN	2
55734	84708	ZFP64	LNX1	1
55734	90933	ZFP64	TRIM41	2
55734	220108	ZFP64	FAM124A	1
55738	83897	ARFGAP1	KRTAP3-2	1
55738	83899	ARFGAP1	KRTAP9-2	1
55738	386676	ARFGAP1	KRTAP10-9	1
55739	386675	CARKD	KRTAP10-7	1
55739	386676	CARKD	KRTAP10-9	2
55739	386681	CARKD	KRTAP10-8	1
55739	386682	CARKD	KRTAP10-3	1
55739	388677	CARKD	NOTCH2NL	2
55749	139212	CCAR1	PIH1D3	1
55758	57159	RCOR3	TRIM54	2
55758	63978	RCOR3	PRDM14	1
55758	79839	RCOR3	CCDC102B	2
55758	80705	RCOR3	TSGA10	1
55758	84445	RCOR3	LZTS2	1
55758	125115	RCOR3	KRT40	1
55758	145282	RCOR3	MIPOL1	1
55758	167691	RCOR3	LCA5	1
55758	200081	RCOR3	TXLNA	1
55758	287015	RCOR3	TRIM42	1
55760	84140	DHX32	FAM161A	1
55768	57159	NGLY1	TRIM54	2
55768	83606	NGLY1	GUCD1	1
55768	137886	NGLY1	UBXN2B	1
55773	83755	TBC1D23	KRTAP4-12	1
55773	284403	TBC1D23	WDR62	1
55773	285782	TBC1D23	CAGE1	1
55773	386676	TBC1D23	KRTAP10-9	2
55773	386681	TBC1D23	KRTAP10-8	1
55773	386682	TBC1D23	KRTAP10-3	2
55786	83755	ZNF415	KRTAP4-12	1
55793	64395	FAM63A	GMCL1	2
55802	84934	DCP1A	RITA1	1
55810	112399	FOXJ2	EGLN3	1
55823	386681	VPS11	KRTAP10-8	1
55823	386682	VPS11	KRTAP10-3	1
55840	222389	EAF2	BEND7	1
55845	84062	BRK1	DTNBP1	2
55859	56159	BEX1	TEX11	1
55863	114932	TMEM126B	MRFAP1L1	1
55872	57684	PBK	ZBTB26	1
55885	80125	LMO3	CCDC33	1
55885	154075	LMO3	SAMD3	1
55885	220082	LMO3	SPERT	2
55885	256646	LMO3	NUTM1	1
55885	284252	LMO3	KCTD1	1
55885	285622	LMO3	NBPF22P	1
55885	285753	LMO3	CEP57L1	1
55885	348487	LMO3	FAM131C	1
55888	387032	ZKSCAN7	ZKSCAN4	1
55898	162333	UNC45A	10-Mar	1
55898	386682	UNC45A	KRTAP10-3	1
55900	80321	ZNF302	CEP70	1
55906	57474	ZC4H2	ZNF490	1
55906	58500	ZC4H2	ZNF250	1
55906	147807	ZC4H2	ZNF524	1
55916	56000	NXT2	NXF3	2
55916	79839	NXT2	CCDC102B	2
55916	80254	NXT2	CEP63	1
55916	84708	NXT2	LNX1	1
55916	159195	NXT2	USP54	1
55917	83878	CTTNBP2NL	USHBP1	1
55957	57159	LIN37	TRIM54	2
55957	80321	LIN37	CEP70	1
55957	84445	LIN37	LZTS2	2
55957	125115	LIN37	KRT40	2
55964	55964	03-Sep	03-Sep	1
56063	90993	TMEM234	CREB3L1	1
56122	159163	PCDHB14	RBMY1F	1
56157	83874	TEX13A	TBC1D10A	2
56159	57459	TEX11	GATAD2B	1
56159	57642	TEX11	COL20A1	1
56159	63904	TEX11	DUSP21	1
56159	81628	TEX11	TSC22D4	1
56159	81888	TEX11	HYI	1
56159	85302	TEX11	FBF1	1
56159	158787	TEX11	RIBC1	1
56159	170954	TEX11	PPP1R18	1
56159	220082	TEX11	SPERT	1
56159	401541	TEX11	CENPP	1
56159	441150	TEX11	C6orf226	1
56159	441362	TEX11	REXO1L6P	1
56159	729991	TEX11	MEF2BNB	1
56204	117178	FAM214A	SSX2IP	1
56204	125115	FAM214A	KRT40	1
56254	83878	RNF20	USHBP1	1
56259	58487	CTNNBL1	CREBZF	1
56259	375307	CTNNBL1	CATIP	1
56341	56341	PRMT8	PRMT8	2
56344	79959	CABP5	CEP76	2
56344	387032	CABP5	ZKSCAN4	1
56344	388324	CABP5	INCA1	1
56474	56474	CTPS2	CTPS2	1
56475	84283	RPRM	TMEM79	2
56475	89885	RPRM	FATE1	2
56477	414301	CCL28	DDI1	2
56478	113878	EIF4ENIF1	DTX2	1
56478	114327	EIF4ENIF1	EFHC1	1
56478	146664	EIF4ENIF1	MGAT5B	1
56478	200081	EIF4ENIF1	TXLNA	1
56647	80125	BCCIP	CCDC33	2
56648	60491	EIF5A2	NIF3L1	1
56649	64581	TMPRSS4	CLEC7A	1
56649	84283	TMPRSS4	TMEM79	1
56649	147872	TMPRSS4	CCDC155	1
56649	163183	TMPRSS4	SYNE4	2
56654	202559	NPDC1	KHDRBS2	1
56654	386675	NPDC1	KRTAP10-7	2
56654	386676	NPDC1	KRTAP10-9	1
56654	386677	NPDC1	KRTAP10-1	2
56654	386680	NPDC1	KRTAP10-5	2
56654	386682	NPDC1	KRTAP10-3	2
56654	388677	NPDC1	NOTCH2NL	2
56658	56658	TRIM39	TRIM39	1
56658	56925	TRIM39	LXN	2
56658	80019	TRIM39	UBTD1	1
56658	80700	TRIM39	UBXN6	1
56658	84708	TRIM39	LNX1	1
56658	92181	TRIM39	UBTD2	2
56658	130502	TRIM39	TTC32	1
56658	387032	TRIM39	ZKSCAN4	1
56658	440087	TRIM39	SMCO3	1
56675	147872	NRIP3	CCDC155	1
56891	84708	LGALS14	LNX1	1
56893	56893	UBQLN4	UBQLN4	1
56898	56898	BDH2	BDH2	1
56906	84445	THAP10	LZTS2	1
56906	386676	THAP10	KRTAP10-9	1
56906	386680	THAP10	KRTAP10-5	1
56906	386681	THAP10	KRTAP10-8	2
56906	386682	THAP10	KRTAP10-3	2
56911	158067	MAP3K7CL	AK8	1
56911	257397	MAP3K7CL	TAB3	2
56915	57159	EXOSC5	TRIM54	1
56915	81704	EXOSC5	DOCK8	1
56923	140258	NMUR2	KRTAP13-1	2
56923	388677	NMUR2	NOTCH2NL	1
56924	57381	PAK6	RHOJ	1
56925	146395	LXN	GSG1L	1
56925	387032	LXN	ZKSCAN4	1
56929	57096	FEM1C	RPGRIP1	1
56929	84445	FEM1C	LZTS2	1
56935	125115	SMCO4	KRT40	1
56935	147872	SMCO4	CCDC155	1
56935	163183	SMCO4	SYNE4	1
56935	386675	SMCO4	KRTAP10-7	1
56935	386682	SMCO4	KRTAP10-3	1
56952	79892	PRTFDC1	MCMBP	1
56952	196483	PRTFDC1	FAM86A	1
56952	284194	PRTFDC1	LGALS9B	1
56956	143884	LHX9	CWF19L2	1
56984	388677	PSMG2	NOTCH2NL	1
56997	57085	ADCK3	AGTRAP	2
56997	57146	ADCK3	TMEM159	1
56997	92840	ADCK3	REEP6	1
56997	100288797	ADCK3	TMEM239	1
56998	83878	CTNNBIP1	USHBP1	1
56998	386675	CTNNBIP1	KRTAP10-7	1
56998	386682	CTNNBIP1	KRTAP10-3	2
56998	388324	CTNNBIP1	INCA1	1
57048	117144	PLSCR3	CATSPER1	1
57085	57085	AGTRAP	AGTRAP	1
57085	57696	AGTRAP	DDX55	1
57085	58488	AGTRAP	PCTP	1
57085	59343	AGTRAP	SENP2	1
57085	60314	AGTRAP	C12orf10	2
57085	65009	AGTRAP	NDRG4	1
57085	79016	AGTRAP	DDA1	1
57085	79038	AGTRAP	ZFYVE21	1
57085	79072	AGTRAP	FASTKD3	1
57085	79922	AGTRAP	MRM1	2
57085	80221	AGTRAP	ACSF2	1
57085	83851	AGTRAP	SYT16	2
57085	84067	AGTRAP	FAM160A2	1
57085	84693	AGTRAP	MCEE	2
57085	84708	AGTRAP	LNX1	1
57085	89882	AGTRAP	TPD52L3	1
57085	89885	AGTRAP	FATE1	1
57085	92689	AGTRAP	FAM114A1	2
57085	125170	AGTRAP	MIEF2	1
57085	127428	AGTRAP	TCEANC2	2
57085	140683	AGTRAP	BPIFA2	1
57085	150274	AGTRAP	HSCB	1
57085	151393	AGTRAP	RMDN2	1
57085	346157	AGTRAP	ZNF391	2
57088	388677	PLSCR4	NOTCH2NL	2
57096	57332	RPGRIP1	CBX8	1
57096	57459	RPGRIP1	GATAD2B	1
57096	57639	RPGRIP1	CCDC146	1
57096	57761	RPGRIP1	TRIB3	1
57096	64782	RPGRIP1	AEN	1
57096	79005	RPGRIP1	SCNM1	1
57096	79848	RPGRIP1	CSPP1	1
57096	138716	RPGRIP1	RPP25L	1
57096	147687	RPGRIP1	ZNF417	1
57096	163050	RPGRIP1	ZNF564	1
57096	401508	RPGRIP1	FAM74A4	1
57120	57715	GOPC	SEMA4G	1
57120	65008	GOPC	MRPL1	1
57120	79647	GOPC	AKIRIN1	1
57120	79839	GOPC	CCDC102B	1
57120	83733	GOPC	SLC25A18	1
57120	84914	GOPC	ZNF587	1
57120	84939	GOPC	MUM1	1
57120	93649	GOPC	MYOCD	1
57120	118812	GOPC	MORN4	1
57120	138065	GOPC	RNF183	2
57120	145946	GOPC	SPATA8	1
57120	163050	GOPC	ZNF564	1
57120	166793	GOPC	ZBTB49	1
57120	171483	GOPC	FAM9B	2
57120	253558	GOPC	LCLAT1	1
57120	284312	GOPC	ZSCAN1	1
57120	339210	GOPC	C17orf67	1
57120	399670	GOPC	RPL13AP17	1
57142	57142	RTN4	RTN4	1
