Kinase;Entrez GeneID;Gene;Entrez GeneID;Category
PIM1;5292;CBX1;10951;Category 2
PIM1;5292;CBX3;11335;Category 2
PIM1;5292;HSP90AA1;3320;Category 2
PIM1;5292;NFATC1;4772;Category 2
PIM1;5292;NUMA1;4926;Category 2
PIM1;5292;PTPRO;5800;Category 1
PIM1;5292;SNX6;58533;Category 1
PIM1;5292;SHMT1;6470;Category 1
PIM1;5292;BMX;660;Category 2
PIM1;5292;SND1;27044;Category 2
PIM1;5292;CDKN1A;1026;Category 4
PIM1;5292;BAD;572;Category 4
PIM1;5292;CDC25A;993;Category 4
PIM2;11040;HNRPH3;3189;Category 2
PIM2;11040;NDUFB8;4714;Category 1
PIM2;11040;CUTC;51076;Category 1
PIM2;11040;RPL21;6144;Category 1
PIM2;11040;ATXN1;6310;Category 2
PIM2;11040;FBXO18;84893;Category 1
PIM2;11040;SOCS1;8651;Category 1
PIM2;11040;BAD;572;Category 4
MELK;9833;EIF2S1;1965;Category 2
MELK;9833;HIST1H1B;3009;Category 2
MELK;9833;LMNB1;4001;Category 2
MELK;9833;MBP;4155;Category 2
MELK;9833;CDC5L;988;Category 2
MELK;9833;PPP1R8;5511;Category 2
MELK;9833;SF3B1;23451;Category 2
MELK;9833;ZNF622;90441;Category 1
MELK;9833;CDC25B;994;Category 4
PRKD1;5587;ABL1;25;Category 2
PRKD1;5587;AKAP13;11214;Category 1
PRKD1;5587;CENTA1;11033;Category 2
PRKD1;5587;EGFR;1956;Category 2
PRKD1;5587;GNB2L1;10399;Category 2
PRKD1;5587;IGF1R;3480;Category 2
PRKD1;5587;JUN;3725;Category 2
PRKD1;5587;MT2A;4502;Category 1
PRKD1;5587;PLCG2;5336;Category 2
PRKD1;5587;MAPK8;5599;Category 2
PRKD1;5587;MAPK9;5601;Category 2
PRKD1;5587;SRC;6714;Category 2
PRKD1;5587;SYK;6850;Category 2
PRKD1;5587;BTK;695;Category 2
PRKD1;5587;C1QBP;708;Category 1
PRKD1;5587;USP15;9958;Category 1
PRKD1;5587;YWHAQ;10971;Category 2
PRKD1;5587;HDAC5;10014;Category 4
PRKD1;5587;HDAC7A;51564;Category 4
PRKD1;5587;PLCG1;5335;Category 4
PRKD1;5587;PRKD1;5587;Category 4
PRKD1;5587;KIDINS220;57498;Category 4
PRKD1;5587;PPP1R14A;94274;Category 4
PSKH1;5681;CDC6;990;Category 2
TTN;7273;ACTA1;58;Category 2
TTN;7273;ACTA2;59;Category 1
TTN;7273;ANK1;286;Category 2
TTN;7273;ANKRD1;27063;Category 1
TTN;7273;ANKRD2;26287;Category 1
TTN;7273;ANKRD23;200539;Category 1
TTN;7273;CRYAB;1410;Category 2
TTN;7273;FHL2;2274;Category 1
TTN;7273;KY;339855;Category 1
TTN;7273;MYBPC1;4604;Category 1
TTN;7273;MYBPC3;4607;Category 2
TTN;7273;MYH9;4627;Category 2
TTN;7273;NBR1;4077;Category 1
TTN;7273;NEB;4703;Category 1
TTN;7273;TTN;7273;Category 2
TTN;7273;CALM1;801;Category 2
TTN;7273;CAPN3;825;Category 1
TTN;7273;OBSCN;84033;Category 1
TTN;7273;TRIM63;84676;Category 1
TTN;7273;ACTN1;87;Category 2
TTN;7273;MYOM1;8736;Category 2
TTN;7273;ACTN2;88;Category 1
TTN;7273;SQSTM1;8878;Category 2
TTN;7273;MYOM2;9172;Category 1
TTN;7273;TCAP;8557;Category 4
TRIO;7204;BLMH;642;Category 1
TRIO;7204;FLNA;2316;Category 2
TRIO;7204;PTK2;5747;Category 2
TRIO;7204;PTPRF;5792;Category 2
TRIO;7204;RAC1;5879;Category 2
TRIO;7204;RHOA;387;Category 2
TSSK3;81629;SMAD4;4089;Category 2
NUAK2;81788;ACVR1;90;Category 1
NUAK2;81788;SMAD2;4087;Category 2
NUAK2;81788;SMAD4;4089;Category 2
NUAK2;81788;TGFBR1;7046;Category 2
TSSK2;23617;TFG;10342;Category 1
TSSK2;23617;TSSK7P;23752;Category 1
TSSK2;23617;TSKS;60385;Category 1
PRKD2;25865;GRIP1;23426;Category 1
PRKD2;25865;HEY1;23462;Category 1
PRKD2;25865;MTF2;22823;Category 1
PRKD2;25865;LNPEP;4012;Category 1
PRKD2;25865;HDAC7A;51564;Category 2
PRKD2;25865;KIAA1370;56204;Category 1
PRKD2;25865;PSG3;5671;Category 1
PRKD2;25865;PTPN3;5774;Category 2
PRKD2;25865;RARB;5915;Category 1
PRKD2;25865;RRBP1;6238;Category 2
PRKD2;25865;RXRA;6256;Category 2
PRKD2;25865;GORASP1;64689;Category 1
PRKD2;25865;SNRP70;6625;Category 2
PRKD2;25865;DST;667;Category 2
PRKD2;25865;PDLIM7;9260;Category 1
PRKD2;25865;TGOLN2;10618;Category 1
PRKD2;25865;TXNL2;10539;Category 1
PRKD2;25865;PRKD2;25865;Category 4
STK17A;9263;STK17A;9263;Category 1
STK17B;9262;CHP;11261;Category 1
STK17B;9262;STK17B;9262;Category 1
PRKD3;23683;KPNB1;3837;Category 1
PRKD3;23683;KPNA2;3838;Category 2
PRKD3;23683;GSK3A;2931;Category 4
STK40;83931;COPS6;10980;Category 1
STK40;83931;FYCO1;79443;Category 1
STK40;83931;POLA2;23649;Category 2
PASK;23178;PASK;23178;Category 4
HUNK;30811;RABEP1;9135;Category 2
SNF1LK2;23235;CRTC2;200186;Category 4
SNF1LK2;23235;IRS1;3667;Category 4
MARK4;57787;MAP2;4133;Category 2
MARK4;57787;MAP4;4134;Category 2
MARK4;57787;MAPT;4137;Category 2
MARK4;57787;TUBA1;7277;Category 2
MARK4;57787;TUBB2A;7280;Category 2
MARK4;57787;TUBG1;7283;Category 1
MARK4;57787;YWHAB;7529;Category 2
MARK4;57787;YWHAH;7533;Category 2
MARK4;57787;YWHAZ;7534;Category 2
MARK4;57787;HPS6;79803;Category 1
MARK4;57787;PNMA1;9240;Category 1
MARK4;57787;CDC42;998;Category 2
MARK4;57787;PARD6A;50855;Category 2
MARK4;57787;TUBB;203068;Category 2
KALRN;8997;COIL;8161;Category 2
KALRN;8997;DISC1;27185;Category 1
KALRN;8997;EPHB2;2048;Category 2
KALRN;8997;GFI1B;8328;Category 1
KALRN;8997;PAM;5066;Category 2
KALRN;8997;PKD2;5311;Category 2
KALRN;8997;SUMO2;6613;Category 1
KALRN;8997;SUMO3;6612;Category 1
TSSK4;283629;SMURF2;64750;Category 1
TSSK4;283629;TGFBR1;7046;Category 2
CAMK1D;57118;CAMKK1;84254;Category 2
CAMK1D;57118;EP300;2033;Category 3
CAMK1D;57118;ACACA;31;Category 3
CAMK1D;57118;CAMK1;8536;Category 3
BRSK1;84446;CDC25B;994;Category 4
BRSK1;84446;CDC25C;995;Category 4
BRSK1;84446;WEE1;7465;Category 4
OBSCN;84033;ANK1;286;Category 2
OBSCN;84033;ANK2;287;Category 2
OBSCN;84033;CALM1;801;Category 2
SNF1LK;150094;VAPA;9218;Category 1
SNF1LK;150094;IRS1;3667;Category 3
SNRK;54861;JUN;3725;Category 2
SNRK;54861;NFATC2;4773;Category 2
MYLK2;85366;MAP3K1;4214;Category 1
MYLK2;85366;MAP3K3;4215;Category 2
MYLK2;85366;NFKB2;4791;Category 2
MYLK2;85366;TNFRSF1B;7133;Category 2
MYLK2;85366;TRAF2;7186;Category 1
TRIB3;57761;ATF4;468;Category 2
TRIB3;57761;ATF5;22809;Category 1
TRIB3;57761;COPS6;10980;Category 1
TRIB3;57761;DDIT3;1649;Category 2
TRIB3;57761;EEF1G;1937;Category 2
TRIB3;57761;GDF9;2661;Category 1
TRIB3;57761;GIT1;28964;Category 2
TRIB3;57761;HTATIP;10524;Category 2
TRIB3;57761;MAP2K1;5604;Category 2
TRIB3;57761;MAP2K7;5609;Category 2
TRIB3;57761;RELA;5970;Category 2
TRIB3;57761;DKFZP564O0523;84060;Category 1
TRIB3;57761;SETDB1;9869;Category 2
CAMK2D;817;IKBKG;8517;Category 2
CAMK2D;817;ACTN2;88;Category 1
CAMK2D;817;CD5;921;Category 2
CAMK2D;817;CREM;1390;Category 2
CAMK2D;817;GRIN2B;2904;Category 2
CAMK2D;817;RPS18;6222;Category 1
CAMK2D;817;SMAD4;4089;Category 2
CAMK2D;817;STAT1;6772;Category 2
CAMK2D;817;PEA15;8682;Category 3
CAMK2D;817;CFL2;1073;Category 3
CAMK2D;817;FLNA;2316;Category 3
CAMK2D;817;KRT18;3875;Category 3
CAMK2D;817;GFAP;2670;Category 3
CAMK2D;817;CEBPB;1051;Category 3
CAMK2D;817;HSF1;3297;Category 3
CAMK2D;817;PLCB3;5331;Category 3
CAMK2D;817;DLG1;1739;Category 3
CAMK2D;817;TH;7054;Category 3
CAMK2D;817;PPP1R14A;94274;Category 3
CAMK2D;817;KCND2;3751;Category 3
CAMK2D;817;CREB1;1385;Category 3
CAMK2D;817;VPS72;6944;Category 3
CAMK2D;817;ATP2A2;488;Category 3
CAMK2D;817;KRT8;3856;Category 3
CAMK2D;817;QDPR;5860;Category 3
CAMK2D;817;GRIA1;2890;Category 3
CAMK2D;817;ADCY3;109;Category 3
CAMK2D;817;VIM;7431;Category 4
TSSK1;83942;TGFBR1;7046;Category 2
TSSK1;83942;TGFBR2;7048;Category 2
DAPK3;1613;DAXX;1616;Category 2
DAPK3;1613;AATF;26574;Category 2
DAPK3;1613;GRB14;2888;Category 1
DAPK3;1613;MET;4233;Category 2
DAPK3;1613;ATF4;468;Category 2
DAPK3;1613;PAWR;5074;Category 1
DAPK3;1613;F2RL3;9002;Category 1
DAPK3;1613;MYL9;10398;Category 3
DAPK3;1613;MDM2;4193;Category 3
DAPK3;1613;DAPK1;1612;Category 3
DAPK3;1613;STX1A;6804;Category 3
DAPK3;1613;HIST1H3B;8358;Category 3
DAPK3;1613;CAMKK2;10645;Category 3
DAPK3;1613;PPP1R14A;94274;Category 3
DAPK3;1613;CDKN1A;1026;Category 4
DAPK3;1613;DAPK3;1613;Category 4
CSNK1A1;1452;CENTA1;11033;Category 2
CSNK1A1;1452;CHRM3;1131;Category 1
CSNK1A1;1452;ERF;2077;Category 2
CSNK1A1;1452;ETF1;2107;Category 1
CSNK1A1;1452;SYT11;23208;Category 1
CSNK1A1;1452;HMGB1;3146;Category 1
CSNK1A1;1452;HMGB2;3148;Category 2
CSNK1A1;1452;KPNA1;3836;Category 1
CSNK1A1;1452;KPNB1;3837;Category 1
CSNK1A1;1452;KPNA2;3838;Category 2
CSNK1A1;1452;NFATC4;4776;Category 2
CSNK1A1;1452;PPP2R5A;5525;Category 2
CSNK1A1;1452;ACTB;60;Category 4
CSNK1A1;1452;TGFBR1;7046;Category 2
CSNK1A1;1452;TNFRSF1B;7133;Category 2
CSNK1A1;1452;AP3B2;8120;Category 1
CSNK1A1;1452;AXIN1;8312;Category 2
CSNK1A1;1452;AP3B1;8546;Category 2
CSNK1A1;1452;PPP1R14A;94274;Category 2
CSNK1A1;1452;RCC1;1104;Category 2
CSNK1A1;1452;SYT9;143425;Category 1
CSNK1A1;1452;SLC4A1;6521;Category 3
CSNK1A1;1452;CSNK1E;1454;Category 3
CSNK1A1;1452;SNCA;6622;Category 3
CSNK1A1;1452;FOXO1A;2308;Category 3
CSNK1A1;1452;TNF;7124;Category 3
CSNK1A1;1452;APC;324;Category 3
CSNK1A1;1452;CDK5;1020;Category 3
CSNK1A1;1452;PARK2;5071;Category 3
CSNK1A1;1452;BACE1;23621;Category 3
CSNK1A1;1452;KCNIP3;30818;Category 3
CSNK1A1;1452;CREM;1390;Category 4
CSNK1A1;1452;CTNNB1;1499;Category 4
CSNK1A1;1452;HNRPC;3183;Category 4
CSNK1A1;1452;LGALS3;3958;Category 4
CSNK1A1;1452;NFATC3;4775;Category 4
CSNK1A1;1452;PSEN2;5664;Category 4
CSNK1A1;1452;BID;637;Category 4
CSNK1A1;1452;SLC18A2;6571;Category 4
CSNK1A1;1452;TP53;7157;Category 4
CSNK1A1;1452;YWHAZ;7534;Category 4
CSNK1A1;1452;FADD;8772;Category 4
CSNK1A1;1452;EIF2B5;8893;Category 4
CSNK1A1;1452;YWHAQ;10971;Category 4
CSNK1D;1453;AKAP9;10142;Category 1
CSNK1D;1453;DVL1;1855;Category 1
CSNK1D;1453;DVL3;1857;Category 1
CSNK1D;1453;PER1;5187;Category 2
CSNK1D;1453;ARFGAP1;55738;Category 2
CSNK1D;1453;SNCA;6622;Category 2
CSNK1D;1453;TGFBR1;7046;Category 2
CSNK1D;1453;PER3;8863;Category 2
CSNK1D;1453;PPP1R14A;94274;Category 2
CSNK1D;1453;CSNK1E;1454;Category 3
CSNK1D;1453;YWHAQ;10971;Category 3
CSNK1D;1453;NFATC3;4775;Category 3
CSNK1D;1453;APC;324;Category 3
CSNK1D;1453;SLC18A2;6571;Category 3
CSNK1D;1453;BID;637;Category 3
CSNK1D;1453;CDK5;1020;Category 4
CSNK1D;1453;CTNNB1;1499;Category 4
CSNK1D;1453;BACE1;23621;Category 4
CSNK1D;1453;GJA1;2697;Category 4
CSNK1D;1453;PSEN2;5664;Category 4
CSNK1D;1453;TP53;7157;Category 4
CSNK1D;1453;PER2;8864;Category 4
CSNK1E;1454;AKAP9;10142;Category 1
CSNK1E;1454;CRY1;1407;Category 1
CSNK1E;1454;DVL1;1855;Category 1
CSNK1E;1454;DVL2;1856;Category 1
CSNK1E;1454;DVL3;1857;Category 1
CSNK1E;1454;ESR1;2099;Category 2
CSNK1E;1454;ANKRD6;22881;Category 1
CSNK1E;1454;RAD54B;25788;Category 1
CSNK1E;1454;ARNTL;406;Category 1
CSNK1E;1454;PER1;5187;Category 2
CSNK1E;1454;AXIN1;8312;Category 2
CSNK1E;1454;AXIN2;8313;Category 1
CSNK1E;1454;SOCS3;9021;Category 2
CSNK1E;1454;PPP1R14A;94274;Category 2
CSNK1E;1454;YWHAQ;10971;Category 3
CSNK1E;1454;CTNNB1;1499;Category 3
CSNK1E;1454;NFATC3;4775;Category 3
CSNK1E;1454;PSEN2;5664;Category 3
CSNK1E;1454;SLC18A2;6571;Category 3
CSNK1E;1454;CDK5;1020;Category 3
CSNK1E;1454;CSNK1E;1454;Category 4
CSNK1E;1454;APC;324;Category 4
CSNK1E;1454;BID;637;Category 4
CSNK1E;1454;TP53;7157;Category 4
CSNK1E;1454;PER3;8863;Category 4
CSNK1E;1454;PER2;8864;Category 4
CSNK1G2;1455;APPBP2;10513;Category 1
CSNK1G2;1455;COL4A3BP;10087;Category 1
CSNK1G2;1455;NCK1;4690;Category 4
CSNK1G2;1455;PPP1R14A;94274;Category 2
CSNK1G2;1455;CSNK1E;1454;Category 3
CSNK1G2;1455;TP53;7157;Category 3
CSNK1G2;1455;YWHAQ;10971;Category 3
CSNK1G2;1455;CTNNB1;1499;Category 3
CSNK1G2;1455;NFATC3;4775;Category 3
CSNK1G2;1455;APC;324;Category 3
CSNK1G2;1455;PSEN2;5664;Category 3
CSNK1G2;1455;SLC18A2;6571;Category 3
CSNK1G2;1455;BID;637;Category 3
CSNK1G2;1455;CDK5;1020;Category 3
CSNK1G3;1456;PPP1R14A;94274;Category 2
CSNK1G3;1456;CSNK1E;1454;Category 3
CSNK1G3;1456;TP53;7157;Category 3
CSNK1G3;1456;YWHAQ;10971;Category 3
CSNK1G3;1456;CTNNB1;1499;Category 3
CSNK1G3;1456;NFATC3;4775;Category 3
CSNK1G3;1456;APC;324;Category 3
CSNK1G3;1456;PSEN2;5664;Category 3
CSNK1G3;1456;SLC18A2;6571;Category 3
CSNK1G3;1456;BID;637;Category 3
CSNK1G3;1456;CDK5;1020;Category 3
VRK1;7443;JUN;3725;Category 3
VRK1;7443;ATF2;1386;Category 3
VRK1;7443;TP53;7157;Category 4
TTBK1;84630;CSN1S1;1446;Category 1
TTBK1;84630;MAP2;4133;Category 2
TTBK1;84630;CDK5R1;8851;Category 1
TTBK1;84630;TUBB;203068;Category 4
TTBK1;84630;TUBB2A;7280;Category 4
CSNK1A1L;122011;CEACAM3;1084;Category 1
CSNK1A1L;122011;CSNK1E;1454;Category 3
CSNK1A1L;122011;TP53;7157;Category 3
CSNK1A1L;122011;YWHAQ;10971;Category 3
CSNK1A1L;122011;CTNNB1;1499;Category 3
CSNK1A1L;122011;NFATC3;4775;Category 3
CSNK1A1L;122011;APC;324;Category 3
CSNK1A1L;122011;PSEN2;5664;Category 3
CSNK1A1L;122011;SLC18A2;6571;Category 3
CSNK1A1L;122011;BID;637;Category 3
CSNK1A1L;122011;CDK5;1020;Category 3
CSNK1G1;53944;PPP1R14A;94274;Category 2
CSNK1G1;53944;CSNK1E;1454;Category 3
CSNK1G1;53944;TP53;7157;Category 3
CSNK1G1;53944;YWHAQ;10971;Category 3
CSNK1G1;53944;CTNNB1;1499;Category 3
CSNK1G1;53944;NFATC3;4775;Category 3
CSNK1G1;53944;APC;324;Category 3
CSNK1G1;53944;PSEN2;5664;Category 3
CSNK1G1;53944;SLC18A2;6571;Category 3
CSNK1G1;53944;BID;637;Category 3
CSNK1G1;53944;CDK5;1020;Category 3
CSNK1G1;53944;FOXO1A;2308;Category 4
CDK7;1022;CDK6;1021;Category 2
CDK7;1022;NEK6;10783;Category 2
CDK7;1022;ERCC2;2068;Category 1
CDK7;1022;ERCC3;2071;Category 2
CDK7;1022;GTF2H1;2965;Category 1
CDK7;1022;GTF2H2;2966;Category 1
CDK7;1022;AR;367;Category 2
CDK7;1022;GTF2H5;404672;Category 1
CDK7;1022;MCM7;4176;Category 1
CDK7;1022;MNAT1;4331;Category 1
CDK7;1022;BRCA1;672;Category 2
CDK7;1022;THRA;7067;Category 1
CDK7;1022;VDR;7421;Category 2
CDK7;1022;CCNH;902;Category 2
CDK7;1022;TP53;7157;Category 3
CDK7;1022;POU2F1;5451;Category 3
CDK7;1022;CDK4;1019;Category 3
CDK7;1022;ICK;22858;Category 3
CDK7;1022;CDK2;1017;Category 4
CDK7;1022;CDK7;1022;Category 4
CDK7;1022;E2F1;1869;Category 4
CDK7;1022;ESR1;2099;Category 4
CDK7;1022;LASP1;3927;Category 4
CDK7;1022;RARA;5914;Category 4
CDK7;1022;PCGF6;84108;Category 4
CDK7;1022;CDC2;983;Category 4
CDC2;983;AR;367;Category 2
CDC2;983;BARD1;580;Category 2
CDC2;983;BRCA1;672;Category 2
CDC2;983;CCNA1;8900;Category 1
CDC2;983;CCNA2;890;Category 1
CDC2;983;CCNB1;891;Category 2
CDC2;983;CCNB2;9133;Category 1
CDC2;983;CCND1;595;Category 2
CDC2;983;CCNE1;898;Category 2
CDC2;983;CDKN1A;1026;Category 2
CDC2;983;CDKN3;1033;Category 1
CDC2;983;CDT1;81620;Category 2
CDC2;983;CHAF1B;8208;Category 2
CDC2;983;CKS1B;1163;Category 1
CDC2;983;CKS2;1164;Category 1
CDC2;983;CNOT7;29883;Category 1
CDC2;983;CREM;1390;Category 2
CDC2;983;DAB2;1601;Category 2
CDC2;983;DNM2;1785;Category 2
CDC2;983;E2F3;1871;Category 1
CDC2;983;E2F4;1874;Category 1
CDC2;983;ERCC2;2068;Category 1
CDC2;983;FANCC;2176;Category 1
CDC2;983;FYN;2534;Category 2
CDC2;983;GADD45A;1647;Category 1
CDC2;983;GADD45B;4616;Category 1
CDC2;983;GADD45G;10912;Category 1
CDC2;983;GORASP1;64689;Category 1
CDC2;983;HSPA2;3306;Category 1
CDC2;983;LYN;4067;Category 2
CDC2;983;LZTS1;11178;Category 1
CDC2;983;MDM4;4194;Category 2
CDC2;983;MNDA;4332;Category 1
CDC2;983;MYC;4609;Category 2
CDC2;983;MYT1;4661;Category 2
CDC2;983;NDE1;54820;Category 2
CDC2;983;NES;10763;Category 2
CDC2;983;NRF1;4899;Category 2
CDC2;983;PCNA;5111;Category 1
CDC2;983;PIN1;5300;Category 2
CDC2;983;PKMYT1;9088;Category 2
CDC2;983;POLA1;5422;Category 2
CDC2;983;PTCH1;5727;Category 1
CDC2;983;PTMA;5757;Category 2
CDC2;983;PTPN2;5771;Category 2
CDC2;983;RUNX2;860;Category 2
CDC2;983;SFN;2810;Category 2
CDC2;983;SPAG5;10615;Category 2
CDC2;983;TGFBR2;7048;Category 2
CDC2;983;TLE1;7088;Category 2
CDC2;983;TP53;7157;Category 2
CDC2;983;USP16;10600;Category 2
CDC2;983;ZBTB16;7704;Category 1
CDC2;983;RPS6KB1;6198;Category 4
CDC2;983;CDK7;1022;Category 4
CDC2;983;LATS1;9113;Category 4
CDC2;983;ABL1;25;Category 4
CDC2;983;AMPH;273;Category 4
CDC2;983;APLP2;334;Category 4
CDC2;983;BIRC5;332;Category 4
CDC2;983;BUB1;699;Category 4
CDC2;983;CALD1;800;Category 4
CDC2;983;CDC25A;993;Category 4
CDC2;983;CDC25B;994;Category 4
CDC2;983;CDC25C;995;Category 4
CDC2;983;CEP55;55165;Category 4
CDC2;983;CSNK2A1;1457;Category 4
CDC2;983;CSNK2B;1460;Category 4
CDC2;983;CUTL1;1523;Category 4
CDC2;983;DUT;1854;Category 4
CDC2;983;E2F1;1869;Category 4
CDC2;983;ECT2;1894;Category 4
CDC2;983;EEF1D;1936;Category 4
CDC2;983;EPN1;29924;Category 4
CDC2;983;ESPL1;9700;Category 4
CDC2;983;FEN1;2237;Category 4
CDC2;983;FOXM1;2305;Category 4
CDC2;983;GFAP;2670;Category 4
CDC2;983;GOLGA2;2801;Category 4
CDC2;983;HIST1H1A;3024;Category 4
CDC2;983;HMGA1;3159;Category 4
CDC2;983;HMGA2;8091;Category 4
CDC2;983;HTATIP;10524;Category 4
CDC2;983;IL16;3603;Category 4
CDC2;983;ITPR1;3708;Category 4
CDC2;983;KHDRBS1;10657;Category 4
CDC2;983;KIF11;3832;Category 4
CDC2;983;KRT18;3875;Category 4
CDC2;983;LMNA;4000;Category 4
CDC2;983;LMNB1;4001;Category 4
CDC2;983;MAP4;4134;Category 4
CDC2;983;MAPT;4137;Category 4
CDC2;983;MCM4;4173;Category 4
CDC2;983;MEF2C;4208;Category 4
CDC2;983;MPHOSPH1;9585;Category 4
CDC2;983;NPM1;4869;Category 4
CDC2;983;NSFL1C;55968;Category 4
CDC2;983;NUP210;23225;Category 4
CDC2;983;PBK;55872;Category 4
CDC2;983;PITPNM1;9600;Category 4
CDC2;983;PLEC1;5339;Category 4
CDC2;983;PTPN1;5770;Category 4
CDC2;983;PTTG1;9232;Category 4
CDC2;983;RAB4A;5867;Category 4
CDC2;983;RAB5B;5869;Category 4
CDC2;983;RAP1GAP;5909;Category 4
CDC2;983;RB1;5925;Category 4
CDC2;983;RCC1;1104;Category 4
CDC2;983;RGC32;28984;Category 4
CDC2;983;RPA2;6118;Category 4
CDC2;983;RRM2;6241;Category 4
CDC2;983;STMN1;3925;Category 4
CDC2;983;STMN2;11075;Category 4
CDC2;983;TK1;7083;Category 4
CDC2;983;TOP2A;7153;Category 4
CDC2;983;TP73;7161;Category 4
CDC2;983;TSC1;7248;Category 4
CDC2;983;UBE1;7317;Category 4
CDC2;983;UBE2A;7319;Category 4
CDC2;983;VIM;7431;Category 4
CDC2;983;WEE1;7465;Category 4
CDK2;1017;CDK2;1017;Category 2
CDK2;1017;CDKN3;1033;Category 1
CDK2;1017;CEBPA;1050;Category 2
CDK2;1017;CDC37;11140;Category 2
CDK2;1017;UHRF2;115426;Category 1
CDK2;1017;CKS1B;1163;Category 1
CDK2;1017;E2F1;1869;Category 2
CDK2;1017;FEN1;2237;Category 2
CDK2;1017;FOXM1;2305;Category 4
CDK2;1017;CCRK;23552;Category 1
CDK2;1017;SPDYA;245711;Category 1
CDK2;1017;POLL;27343;Category 1
CDK2;1017;GSTM2;2946;Category 1
CDK2;1017;CNOT7;29883;Category 1
CDK2;1017;HIST1H1B;3009;Category 2
CDK2;1017;LIG1;3978;Category 2
CDK2;1017;LYN;4067;Category 2
CDK2;1017;SMAD2;4087;Category 2
CDK2;1017;MCM3;4172;Category 2
CDK2;1017;MITF;4286;Category 2
CDK2;1017;MNDA;4332;Category 1
CDK2;1017;ORC2L;4999;Category 1
CDK2;1017;PCNA;5111;Category 1
CDK2;1017;POLA1;5422;Category 2
CDK2;1017;POLD1;5424;Category 1
CDK2;1017;POLD2;5425;Category 1
CDK2;1017;PPM1B;5495;Category 1
CDK2;1017;NPDC1;56654;Category 1
CDK2;1017;PTMA;5757;Category 2
CDK2;1017;RBL1;5933;Category 2
CDK2;1017;CCND1;595;Category 2
CDK2;1017;BCL2;596;Category 2
CDK2;1017;SKP2;6502;Category 2
CDK2;1017;WEE1;7465;Category 2
CDK2;1017;CDK2AP1;8099;Category 1
CDK2;1017;CDT1;81620;Category 2
CDK2;1017;CHAF1B;8208;Category 2
CDK2;1017;CCNB3;85417;Category 1
CDK2;1017;CCNK;8812;Category 2
CDK2;1017;CCNA2;890;Category 1
CDK2;1017;CCNA1;8900;Category 1
CDK2;1017;CCNH;902;Category 2
CDK2;1017;CCNB2;9133;Category 1
CDK2;1017;CCNE2;9134;Category 2
CDK2;1017;CABLES1;91768;Category 2
CDK2;1017;MS4A3;932;Category 1
CDK2;1017;CDC25A;993;Category 2
CDK2;1017;CDK7;1022;Category 4
CDK2;1017;CDKN1A;1026;Category 4
CDK2;1017;CDKN1B;1027;Category 4
CDK2;1017;CDX2;1045;Category 4
CDK2;1017;ID2;3398;Category 4
CDK2;1017;ID3;3399;Category 4
CDK2;1017;SMAD3;4088;Category 4
CDK2;1017;MCM4;4173;Category 4
CDK2;1017;MYBL2;4605;Category 4
CDK2;1017;MYOD1;4654;Category 4
CDK2;1017;NFYA;4800;Category 4
CDK2;1017;NPM1;4869;Category 4
CDK2;1017;ORC1L;4998;Category 4
CDK2;1017;FZR1;51343;Category 4
CDK2;1017;PRKAR1A;5573;Category 4
CDK2;1017;PTHLH;5744;Category 4
CDK2;1017;PTPN2;5771;Category 4
CDK2;1017;RB1;5925;Category 4
CDK2;1017;RBL2;5934;Category 4
CDK2;1017;TSPYL2;64061;Category 4
CDK2;1017;BRCA1;672;Category 4
CDK2;1017;TP53;7157;Category 4
CDK2;1017;TP73;7161;Category 4
CDK2;1017;HIRA;7290;Category 4
CDK2;1017;UBE2A;7319;Category 4
CDK2;1017;UBTF;7343;Category 4
CDK2;1017;COIL;8161;Category 4
CDK2;1017;CDC7;8317;Category 4
CDK2;1017;CCNE1;898;Category 4
CDK2;1017;PRC1;9055;Category 4
CDK2;1017;CP110;9738;Category 4
CDK2;1017;CDC6;990;Category 4
CDK3;1018;CDKN1A;1026;Category 2
CDK3;1018;CDKN1B;1027;Category 2
CDK3;1018;CDKN3;1033;Category 1
CDK3;1018;CDC37;11140;Category 2
CDK3;1018;CKS1B;1163;Category 1
CDK3;1018;E2F1;1869;Category 2
CDK3;1018;E2F2;1870;Category 1
CDK3;1018;E2F3;1871;Category 1
CDK3;1018;TFDP1;7027;Category 1
CDK3;1018;CABLES2;81928;Category 1
CDK3;1018;CCNA2;890;Category 1
CDK3;1018;CCNC;892;Category 1
CDK3;1018;CCNE1;898;Category 2
CDK3;1018;CABLES1;91768;Category 2
CDK3;1018;KIR3DL1;3811;Category 4
CDK4;1019;CDKN1A;1026;Category 2
CDK4;1019;CDKN1B;1027;Category 2
CDK4;1019;CDKN1C;1028;Category 1
CDK4;1019;CDKN2A;1029;Category 2
CDK4;1019;CDKN2B;1030;Category 1
CDK4;1019;CDKN2C;1031;Category 1
CDK4;1019;CDKN2D;1032;Category 2
CDK4;1019;NCOA2;10499;Category 1
CDK4;1019;CEBPA;1050;Category 2
CDK4;1019;CDC37;11140;Category 2
CDK4;1019;ORC3L;23595;Category 1
CDK4;1019;CNOT7;29883;Category 1
CDK4;1019;SERTAD1;29950;Category 1
CDK4;1019;BIRC5;332;Category 2
CDK4;1019;IFI27;3429;Category 1
CDK4;1019;SMAD2;4087;Category 2
CDK4;1019;MCM2;4171;Category 2
CDK4;1019;MYC;4609;Category 2
