Kinase;Entrez GeneID;Gene;Entrez GeneID;Category
LYN;4067;GP6;51206;Category 1
LYN;4067;GALNAC4S-6ST;51363;Category 2
LYN;4067;PDE4A;5141;Category 2
LYN;4067;PDE4D;5144;Category 2
LYN;4067;EVL;51466;Category 2
LYN;4067;PECAM1;5175;Category 4
LYN;4067;PIK3CG;5294;Category 4
LYN;4067;PLAUR;5329;Category 1
LYN;4067;LIME1;54923;Category 1
LYN;4067;BANK1;55024;Category 1
LYN;4067;PAG1;55824;Category 2
LYN;4067;PTPRC;5788;Category 2
LYN;4067;RASA1;5921;Category 2
LYN;4067;ACTB;60;Category 2
LYN;4067;SHC1;6464;Category 2
LYN;4067;SNCA;6622;Category 2
LYN;4067;TEC;7006;Category 2
LYN;4067;TEK;7010;Category 2
LYN;4067;TYK2;7297;Category 2
LYN;4067;UBB;7314;Category 1
LYN;4067;DOK3;79930;Category 2
LYN;4067;CASP3;836;Category 2
LYN;4067;CASP7;840;Category 1
LYN;4067;PRAM1;84106;Category 1
LYN;4067;CASP9;842;Category 2
LYN;4067;SKAP1;8631;Category 1
LYN;4067;CBL;867;Category 2
LYN;4067;SKAP2;8935;Category 1
LYN;4067;UNC119;9094;Category 1
LYN;4067;TRIP10;9322;Category 2
LYN;4067;CD22;933;Category 4
LYN;4067;CD24;934;Category 1
LYN;4067;CD36;948;Category 2
LYN;4067;BCAR1;9564;Category 2
LYN;4067;CDAN3;981;Category 1
LYN;4067;GAB2;9846;Category 2
LYN;4067;MS4A2;2206;Category 2
LYN;4067;PILRB;29990;Category 1
LYN;4067;PPP1R15A;23645;Category 1
LYN;4067;PTK2B;2185;Category 2
LYN;4067;SH2B2;10603;Category 2
LYN;4067;MAP4K1;11184;Category 4
LYN;4067;CDC2;983;Category 4
LYN;4067;PRKCD;5580;Category 4
LYN;4067;BTK;695;Category 4
LYN;4067;DAPP1;27071;Category 4
LYN;4067;EPOR;2057;Category 4
LYN;4067;FCGR2A;2212;Category 4
LYN;4067;FCGR2B;2213;Category 4
LYN;4067;HCLS1;3059;Category 4
LYN;4067;LYN;4067;Category 4
LYN;4067;NMT1;4836;Category 4
LYN;4067;PLCG1;5335;Category 4
LYN;4067;PLCG2;5336;Category 4
LYN;4067;PPP1R8;5511;Category 4
LYN;4067;PTPN6;5777;Category 4
LYN;4067;TRPV4;59341;Category 4
LYN;4067;RGS16;6004;Category 4
LYN;4067;SLC4A1;6521;Category 4
LYN;4067;SYK;6850;Category 4
LYN;4067;CD19;930;Category 4
LYN;4067;CD79A;973;Category 4
LYN;4067;CD79B;974;Category 4
MERTK;10461;GAS6;2621;Category 1
MERTK;10461;GRB2;2885;Category 2
MERTK;10461;BMPR2;659;Category 2
MERTK;10461;LMO4;8543;Category 1
MERTK;10461;MERTK;10461;Category 4
MET;4233;CNR1;1268;Category 1
MET;4233;CTNNB1;1499;Category 2
MET;4233;CTTN;2017;Category 2
MET;4233;FAS;355;Category 1
MET;4233;GLMN;11146;Category 1
MET;4233;GRB2;2885;Category 2
MET;4233;HGF;3082;Category 1
MET;4233;INPP5D;3635;Category 1
MET;4233;INPPL1;3636;Category 2
MET;4233;ITGB4;3691;Category 2
MET;4233;PIK3R1;5295;Category 2
MET;4233;PLCG1;5335;Category 2
MET;4233;PLXNB1;5364;Category 1
MET;4233;BAG1;573;Category 1
MET;4233;RANBP10;57610;Category 1
MET;4233;PTPN11;5781;Category 2
MET;4233;PTPRB;5787;Category 2
MET;4233;PTPRJ;5795;Category 1
MET;4233;SHC1;6464;Category 2
MET;4233;SNX2;6643;Category 2
MET;4233;SRC;6714;Category 2
MET;4233;STAT3;6774;Category 2
MET;4233;VAV1;7409;Category 2
MET;4233;SPSB1;80176;Category 1
MET;4233;SMC1A;8243;Category 2
MET;4233;CASP3;836;Category 2
MET;4233;PCBD2;84105;Category 1
MET;4233;CBL;867;Category 2
MET;4233;DNAJA3;9093;Category 1
MET;4233;HGS;9146;Category 2
MET;4233;MUC20;200958;Category 1
MET;4233;RANBP9;10048;Category 2
MET;4233;SH3KBP1;30011;Category 2
MET;4233;SNAPAP;23557;Category 2
MET;4233;GAB1;2549;Category 4
MET;4233;MET;4233;Category 4
MUSK;4593;RAPSN;5913;Category 1
MUSK;4593;COLQ;8292;Category 1
MUSK;4593;SYNE1;23345;Category 2
PDGFRA;5156;CRK;1398;Category 2
PDGFRA;5156;CRKL;1399;Category 2
PDGFRA;5156;GRB14;2888;Category 1
PDGFRA;5156;ITGAV;3685;Category 1
PDGFRA;5156;ITGB3;3690;Category 2
PDGFRA;5156;PDGFA;5154;Category 1
PDGFRA;5156;PDGFB;5155;Category 1
PDGFRA;5156;PIK3R1;5295;Category 2
PDGFRA;5156;PDGFC;56034;Category 1
PDGFRA;5156;SNX6;58533;Category 1
PDGFRA;5156;SHB;6461;Category 2
PDGFRA;5156;SNX2;6643;Category 2
PDGFRA;5156;STAT1;6772;Category 2
PDGFRA;5156;STAT3;6774;Category 4
PDGFRA;5156;STAT5A;6776;Category 2
PDGFRA;5156;STAT5B;6777;Category 2
PDGFRA;5156;CAV1;857;Category 2
PDGFRA;5156;SNX4;8723;Category 1
PDGFRA;5156;SLC9A3R1;9368;Category 2
PDGFRA;5156;RAPGEF1;2889;Category 2
PDGFRA;5156;SRC;6714;Category 3
PDGFRA;5156;SHC1;6464;Category 3
PDGFRA;5156;RASA1;5921;Category 3
PDGFRA;5156;PDGFRA;5156;Category 4
PDGFRA;5156;PDGFRB;5159;Category 4
PDGFRA;5156;PLCG1;5335;Category 4
PDGFRA;5156;PTPN11;5781;Category 4
PDGFRB;5159;ARAF;369;Category 2
PDGFRB;5159;COPA;1314;Category 2
PDGFRB;5159;COPB1;1315;Category 1
PDGFRB;5159;CRK;1398;Category 2
PDGFRB;5159;EDG1;1901;Category 2
PDGFRB;5159;GAB1;2549;Category 2
PDGFRB;5159;GRB10;2887;Category 2
PDGFRB;5159;GRB14;2888;Category 1
PDGFRB;5159;GRB2;2885;Category 2
PDGFRB;5159;GRB7;2886;Category 1
PDGFRB;5159;ITGB3;3690;Category 2
PDGFRB;5159;NCK1;4690;Category 2
PDGFRB;5159;PDAP1;11333;Category 2
PDGFRB;5159;PDGFB;5155;Category 1
PDGFRB;5159;PIK3C2B;5287;Category 1
PDGFRB;5159;PIK3CA;5290;Category 1
PDGFRB;5159;PIK3R1;5295;Category 2
PDGFRB;5159;PIK3R2;5296;Category 2
PDGFRB;5159;PLAUR;5329;Category 1
PDGFRB;5159;BAG1;573;Category 1
PDGFRB;5159;PTPN1;5770;Category 2
PDGFRB;5159;PTPN2;5771;Category 2
PDGFRB;5159;PTPRJ;5795;Category 1
PDGFRB;5159;RAF1;5894;Category 2
PDGFRB;5159;SHB;6461;Category 2
PDGFRB;5159;SNX1;6642;Category 1
PDGFRB;5159;SNX2;6643;Category 2
PDGFRB;5159;SRC;6714;Category 2
PDGFRB;5159;STAT1;6772;Category 2
PDGFRB;5159;STAT3;6774;Category 4
PDGFRB;5159;STAT5A;6776;Category 2
PDGFRB;5159;STAT5B;6777;Category 2
PDGFRB;5159;PRDX2;7001;Category 1
PDGFRB;5159;TYK2;7297;Category 2
PDGFRB;5159;YES1;7525;Category 2
PDGFRB;5159;PDGFD;80310;Category 1
PDGFRB;5159;KRTAP4-12;83755;Category 1
PDGFRB;5159;NCK2;8440;Category 2
PDGFRB;5159;PIK3R3;8503;Category 2
PDGFRB;5159;SOCS1;8651;Category 1
PDGFRB;5159;CBL;867;Category 2
PDGFRB;5159;SNX4;8723;Category 1
PDGFRB;5159;SYNGAP1;8831;Category 2
PDGFRB;5159;SLC9A3R1;9368;Category 2
PDGFRB;5159;SH3KBP1;30011;Category 2
PDGFRB;5159;FYN;2534;Category 4
PDGFRB;5159;PDGFRB;5159;Category 4
PDGFRB;5159;PLCG1;5335;Category 4
PDGFRB;5159;PTPN11;5781;Category 4
PDGFRB;5159;RASA1;5921;Category 4
PDGFRB;5159;SHC1;6464;Category 4
RET;5979;CRK;1398;Category 2
RET;5979;DOK4;55715;Category 1
RET;5979;DOK5;55816;Category 1
RET;5979;DOK6;220164;Category 1
RET;5979;FAU;2197;Category 1
RET;5979;FRS2;10818;Category 2
RET;5979;GAB1;2549;Category 2
RET;5979;GDNF;2668;Category 1
RET;5979;GFRA1;2674;Category 1
RET;5979;GRB10;2887;Category 2
RET;5979;GRB2;2885;Category 2
RET;5979;GRB7;2886;Category 1
RET;5979;NRTN;4902;Category 1
RET;5979;PIK3R1;5295;Category 2
RET;5979;PRKAR2A;5576;Category 2
RET;5979;PTPN11;5781;Category 2
RET;5979;PTPRF;5792;Category 2
RET;5979;SHC1;6464;Category 2
RET;5979;SRC;6714;Category 2
RET;5979;DOK3;79930;Category 2
RET;5979;CBL;867;Category 2
RET;5979;CBLB;868;Category 2
RET;5979;DOK2;9046;Category 2
RET;5979;PDLIM7;9260;Category 1
RET;5979;AKAP5;9495;Category 1
RET;5979;GOLGA5;9950;Category 2
RET;5979;SHC3;53358;Category 1
RET;5979;MAPK9;5601;Category 4
RET;5979;PTK2;5747;Category 4
RET;5979;MAPK14;1432;Category 4
RET;5979;MAPK8;5599;Category 4
RET;5979;MAPK1;5594;Category 4
RET;5979;DOK1;1796;Category 4
RET;5979;PLCG1;5335;Category 4
RET;5979;RET;5979;Category 4
RET;5979;STAT3;6774;Category 4
MST1R;4486;EPOR;2057;Category 2
MST1R;4486;GAB1;2549;Category 2
MST1R;4486;GRB2;2885;Category 2
MST1R;4486;MST1;4485;Category 1
MST1R;4486;PIK3R1;5295;Category 2
MST1R;4486;PLCG1;5335;Category 2
MST1R;4486;RELA;5970;Category 2
MST1R;4486;SHC1;6464;Category 2
MST1R;4486;SRC;6714;Category 2
MST1R;4486;YES1;7525;Category 2
MST1R;4486;YWHAB;7529;Category 2
MST1R;4486;YWHAE;7531;Category 1
MST1R;4486;YWHAH;7533;Category 2
MST1R;4486;YWHAZ;7534;Category 2
MST1R;4486;HYAL2;8692;Category 1
MST1R;4486;SFN;2810;Category 2
MST1R;4486;YWHAQ;10971;Category 2
MST1R;4486;MST1R;4486;Category 4
ROR1;4919;NGFB;4803;Category 1
ROR2;4920;FZD2;2535;Category 1
ROR2;4920;WNT5A;7474;Category 1
ROR2;4920;FZD5;7855;Category 1
ROR2;4920;MAGED1;9500;Category 2
ROS1;6098;LPHN1;22859;Category 2
ROS1;6098;PTPN6;5777;Category 2
ROS1;6098;VAV3;10451;Category 1
RYK;6259;WNT1;7471;Category 1
RYK;6259;FZD8;8325;Category 1
RYK;6259;WNT3A;89780;Category 1
SRC;6714;ADRB2;154;Category 2
SRC;6714;ADRB3;155;Category 1
SRC;6714;ANKRD11;29123;Category 2
SRC;6714;ARHGAP1;392;Category 1
SRC;6714;ARR3;407;Category 1
SRC;6714;ARRB1;408;Category 2
SRC;6714;CBLC;23624;Category 2
SRC;6714;CD2AP;23607;Category 2
SRC;6714;CD46;4179;Category 2
SRC;6714;CEACAM3;1084;Category 1
SRC;6714;DAB2;1601;Category 2
SRC;6714;DDEF1;50807;Category 2
SRC;6714;DGKA;1606;Category 1
SRC;6714;DNM2;1785;Category 2
SRC;6714;DOK1;1796;Category 2
SRC;6714;DOK4;55715;Category 1
SRC;6714;DRD4;1815;Category 1
SRC;6714;DTNA;1837;Category 1
SRC;6714;E2F4;1874;Category 1
SRC;6714;EFNB1;1947;Category 2
SRC;6714;EFNB2;1948;Category 2
SRC;6714;EPS8;2059;Category 2
SRC;6714;ESR2;2100;Category 2
SRC;6714;ETS1;2113;Category 2
SRC;6714;ETS2;2114;Category 2
SRC;6714;EVL;51466;Category 2
SRC;6714;FASLG;356;Category 1
SRC;6714;FOXO1A;2308;Category 2
SRC;6714;FRS2;10818;Category 2
SRC;6714;FYB;2533;Category 2
SRC;6714;GAB3;139716;Category 1
SRC;6714;GFAP;2670;Category 2
SRC;6714;GIT1;28964;Category 2
SRC;6714;GJB1;2705;Category 2
SRC;6714;HRAS;3265;Category 2
SRC;6714;HSP90AA1;3320;Category 2
SRC;6714;IL6R;3570;Category 1
SRC;6714;KCNA5;3741;Category 1
SRC;6714;KCNQ5;56479;Category 1
SRC;6714;KDR;3791;Category 2
SRC;6714;KHDRBS1;10657;Category 2
SRC;6714;KIFAP3;22920;Category 1
SRC;6714;MATK;4145;Category 2
SRC;6714;ND2;4536;Category 1
SRC;6714;NMT1;4836;Category 2
SRC;6714;NOS2A;4843;Category 1
SRC;6714;NPHS1;4868;Category 1
SRC;6714;P2RY2;5029;Category 1
SRC;6714;PDCD6IP;10015;Category 1
SRC;6714;PDE4D;5144;Category 2
SRC;6714;PDE6G;5148;Category 2
SRC;6714;PECAM1;5175;Category 2
SRC;6714;PELP1;27043;Category 2
SRC;6714;PKD1;5310;Category 1
SRC;6714;PPARD;5467;Category 1
SRC;6714;PTK2B;2185;Category 2
SRC;6714;PTPN1;5770;Category 2
SRC;6714;PTPN11;5781;Category 2
SRC;6714;PTPN18;26469;Category 2
SRC;6714;PTPN2;5771;Category 2
SRC;6714;PTPN21;11099;Category 1
SRC;6714;PTPRE;5791;Category 2
SRC;6714;RASA1;5921;Category 2
SRC;6714;SH2D3C;10044;Category 2
SRC;6714;SH3BP1;23616;Category 1
SRC;6714;SHB;6461;Category 2
SRC;6714;SLC9A2;6549;Category 1
SRC;6714;SMARCB1;6598;Category 1
SRC;6714;SMARCE1;6605;Category 1
SRC;6714;SRF;6722;Category 2
SRC;6714;STAT6;6778;Category 2
SRC;6714;SYK;6850;Category 2
SRC;6714;SYN1;6853;Category 2
SRC;6714;TCF1;6927;Category 2
SRC;6714;TIAM1;7074;Category 1
SRC;6714;TRAF1;7185;Category 1
SRC;6714;TRAF3;7187;Category 1
SRC;6714;TRAF6;7189;Category 1
SRC;6714;TRIP6;7205;Category 2
SRC;6714;TRPC6;7225;Category 1
SRC;6714;TUB;7275;Category 1
SRC;6714;TYRO3;7301;Category 1
SRC;6714;WAS;7454;Category 2
SRC;6714;YWHAB;7529;Category 2
SRC;6714;YWHAE;7531;Category 1
SRC;6714;YWHAG;7532;Category 1
SRC;6714;YWHAH;7533;Category 2
SRC;6714;ADAM12;8038;Category 1
SRC;6714;CAPG;822;Category 1
SRC;6714;CNTNAP1;8506;Category 1
SRC;6714;IKBKG;8517;Category 2
SRC;6714;DGKZ;8525;Category 2
SRC;6714;SKAP1;8631;Category 1
SRC;6714;TNFRSF11A;8792;Category 1
SRC;6714;YTHDC1;91746;Category 2
SRC;6714;CD36;948;Category 2
SRC;6714;SH3PXD2A;9644;Category 1
SRC;6714;CD59;966;Category 1
SRC;6714;RICS;9743;Category 1
SRC;6714;GAB2;9846;Category 2
SRC;6714;FARP2;9855;Category 1
SRC;6714;TRAT1;50852;Category 1
SRC;6714;TRPV4;59341;Category 2
SRC;6714;WBP11;51729;Category 2
SRC;6714;KIT;3815;Category 4
SRC;6714;PDPK1;5170;Category 4
SRC;6714;EGFR;1956;Category 4
SRC;6714;IGF1R;3480;Category 4
SRC;6714;PTK2;5747;Category 4
SRC;6714;PAK2;5062;Category 4
SRC;6714;PRKD1;5587;Category 4
SRC;6714;PRKCI;5584;Category 4
SRC;6714;AKT1;207;Category 4
SRC;6714;ABL1;25;Category 4
SRC;6714;AFAP;60312;Category 4
SRC;6714;ANXA1;301;Category 4
SRC;6714;ANXA2;302;Category 4
SRC;6714;ATP2B4;493;Category 4
SRC;6714;BMX;660;Category 4
SRC;6714;CDCP1;64866;Category 4
SRC;6714;CDH5;1003;Category 4
SRC;6714;CEACAM1;634;Category 4
SRC;6714;CTNNB1;1499;Category 4
SRC;6714;CTNND1;1500;Category 4
SRC;6714;CTTN;2017;Category 4
SRC;6714;DAB1;1600;Category 4
SRC;6714;DAG1;1605;Category 4
SRC;6714;DAPP1;27071;Category 4
SRC;6714;DDR2;4921;Category 4
SRC;6714;DNM1;1759;Category 4
SRC;6714;ESR1;2099;Category 4
SRC;6714;FHIT;2272;Category 4
SRC;6714;GJA1;2697;Category 4
SRC;6714;GNB2L1;10399;Category 4
SRC;6714;GRB10;2887;Category 4
SRC;6714;GRB2;2885;Category 4
SRC;6714;GRIN2A;2903;Category 4
SRC;6714;GRIN2B;2904;Category 4
SRC;6714;GRLF1;2909;Category 4
SRC;6714;GTF2I;2969;Category 4
SRC;6714;HLA-A;3105;Category 4
SRC;6714;HLA-B;3106;Category 4
SRC;6714;HNRPK;3190;Category 4
SRC;6714;INPPL1;3636;Category 4
SRC;6714;ITGB3;3690;Category 4
SRC;6714;JUP;3728;Category 4
SRC;6714;KCNB1;3745;Category 4
SRC;6714;LRP1;4035;Category 4
SRC;6714;MUC1;4582;Category 4
SRC;6714;NFKBIA;4792;Category 4
SRC;6714;PIK3R1;5295;Category 4
SRC;6714;PLCG1;5335;Category 4
SRC;6714;PTPN6;5777;Category 4
SRC;6714;PTPRA;5786;Category 4
SRC;6714;PXN;5829;Category 4
SRC;6714;RAF1;5894;Category 4
SRC;6714;RGS16;6004;Category 4
SRC;6714;SHC1;6464;Category 4
SRC;6714;SPTAN1;6709;Category 4
SRC;6714;SRC;6714;Category 4
SRC;6714;STAT1;6772;Category 4
SRC;6714;STAT3;6774;Category 4
SRC;6714;STAT5A;6776;Category 4
SRC;6714;STAT5B;6777;Category 4
SRC;6714;TERT;7015;Category 4
SRC;6714;TXK;7294;Category 4
SRC;6714;VCL;7414;Category 4
SRC;6714;VIL1;7429;Category 4
SRC;6714;CAV1;857;Category 4
SRC;6714;CAV2;858;Category 4
SRC;6714;CBL;867;Category 4
SRC;6714;ADAM15;8751;Category 4
SRC;6714;MPZL1;9019;Category 4
SRC;6714;CD33;945;Category 4
SRC;6714;BCAR1;9564;Category 4
SRC;6714;STAP2;55620;Category 4
SYK;6850;CRKL;1399;Category 2
SYK;6850;CSF2RB;1439;Category 2
SYK;6850;CSF3R;1441;Category 2
SYK;6850;CTTN;2017;Category 2
SYK;6850;DBNL;28988;Category 2
SYK;6850;EPOR;2057;Category 2
SYK;6850;FCER1G;2207;Category 1
SYK;6850;FCGR1A;2209;Category 1
SYK;6850;GRB2;2885;Category 2
SYK;6850;HNRPU;3192;Category 2
SYK;6850;IL2RB;3560;Category 2
SYK;6850;ITGB2;3689;Category 2
SYK;6850;LAT;27040;Category 2
SYK;6850;LAX1;54900;Category 1
SYK;6850;MS4A2;2206;Category 2
SYK;6850;MSN;4478;Category 2
SYK;6850;NFAM1;150372;Category 1
SYK;6850;PAG1;55824;Category 2
SYK;6850;PIK3AP1;118788;Category 1
SYK;6850;PIK3R1;5295;Category 2
SYK;6850;PIK3R2;5296;Category 2
SYK;6850;PLCG2;5336;Category 2
SYK;6850;PTPN6;5777;Category 2
SYK;6850;PXN;5829;Category 2
SYK;6850;RASA1;5921;Category 2
SYK;6850;SELPLG;6404;Category 1
SYK;6850;SH2B2;10603;Category 2
SYK;6850;SIT1;27240;Category 2
SYK;6850;SLA;6503;Category 1
SYK;6850;STAT1;6772;Category 2
SYK;6850;STAT3;6774;Category 2
SYK;6850;STAT5A;6776;Category 2
SYK;6850;TLR4;7099;Category 1
SYK;6850;TRAF6;7189;Category 1
SYK;6850;UBB;7314;Category 1
SYK;6850;VAV1;7409;Category 2
SYK;6850;VAV2;7410;Category 2
SYK;6850;VIL2;7430;Category 2
SYK;6850;TUBA3;7846;Category 1
SYK;6850;CBLB;868;Category 2
SYK;6850;CD3E;916;Category 2
SYK;6850;CD19;930;Category 2
SYK;6850;CD22;933;Category 2
SYK;6850;CD79A;973;Category 2
SYK;6850;CD79B;974;Category 2
SYK;6850;GAB2;9846;Category 2
SYK;6850;MAP4K1;11184;Category 4
SYK;6850;LCK;3932;Category 4
SYK;6850;PRKCA;5578;Category 4
SYK;6850;BTK;695;Category 4
SYK;6850;BLNK;29760;Category 4
SYK;6850;DUSP3;1845;Category 4
SYK;6850;FCGR2A;2212;Category 4
SYK;6850;HCLS1;3059;Category 4
SYK;6850;IL15RA;3601;Category 4
SYK;6850;LCP2;3937;Category 4
SYK;6850;PLCG1;5335;Category 4
SYK;6850;PTK2B;2185;Category 4
SYK;6850;SH3BP2;6452;Category 4
SYK;6850;SHC1;6464;Category 4
SYK;6850;SLC4A1;6521;Category 4
SYK;6850;SNCA;6622;Category 4
SYK;6850;SYK;6850;Category 4
SYK;6850;TUBA1;7277;Category 4
SYK;6850;TYROBP;7305;Category 4
SYK;6850;CBL;867;Category 4
TEC;7006;BRDG1;26228;Category 2
TEC;7006;DOK1;1796;Category 2
TEC;7006;GNA12;2768;Category 1
TEC;7006;PIK3R1;5295;Category 2
TEC;7006;PIP5K2A;5305;Category 2
TEC;7006;PLCG1;5335;Category 2
TEC;7006;PLCG2;5336;Category 2
TEC;7006;PRLR;5618;Category 2
TEC;7006;PTPN21;11099;Category 1
TEC;7006;SHC1;6464;Category 2
TEC;7006;VAV1;7409;Category 2
TEC;7006;WAS;7454;Category 2
TEC;7006;PIP5K1A;8394;Category 1
TEC;7006;PIK3R3;8503;Category 2
TEC;7006;SOCS1;8651;Category 1
TEC;7006;BTK;695;Category 4
TEC;7006;BMX;660;Category 4
TEC;7006;PTPN18;26469;Category 4
TEC;7006;TEC;7006;Category 4
TEK;7010;ANGPT1;284;Category 1
TEK;7010;ANGPT2;285;Category 1
TEK;7010;ANGPT4;51378;Category 1
TEK;7010;DOK4;55715;Category 1
TEK;7010;GRB14;2888;Category 1
TEK;7010;GRB2;2885;Category 2
TEK;7010;GRB7;2886;Category 1
TEK;7010;PIK3R1;5295;Category 2
TEK;7010;PTPN11;5781;Category 2
TEK;7010;PTPRB;5787;Category 2
TEK;7010;SHC1;6464;Category 2
TEK;7010;STAT5A;6776;Category 2
TEK;7010;STAT5B;6777;Category 2
TEK;7010;TEK;7010;Category 2
TEK;7010;TIE1;7075;Category 1
TEK;7010;TNIP2;79155;Category 1
TEK;7010;SOCS1;8651;Category 1
TEK;7010;DOK2;9046;Category 2
TEK;7010;ANGPTL1;9068;Category 1
TIE1;7075;PIK3R1;5295;Category 2
TIE1;7075;PTPN11;5781;Category 2
TIE1;7075;TIE1;7075;Category 1
TNK1;8711;PLCG1;5335;Category 2
NTRK1;4914;CRK;1398;Category 2
NTRK1;4914;FRS2;10818;Category 2
NTRK1;4914;FRS3;10817;Category 2
NTRK1;4914;GIPC1;10755;Category 1
NTRK1;4914;GRB2;2885;Category 2
NTRK1;4914;IRS1;3667;Category 2
NTRK1;4914;MATK;4145;Category 2
NTRK1;4914;NEDD4L;23327;Category 2
NTRK1;4914;NGFB;4803;Category 1
NTRK1;4914;NGFR;4804;Category 2
NTRK1;4914;PIK3R1;5295;Category 2
NTRK1;4914;PLCG1;5335;Category 2
NTRK1;4914;SHC3;53358;Category 1
NTRK1;4914;KIDINS220;57498;Category 2
NTRK1;4914;PTPN1;5770;Category 2
NTRK1;4914;PTPN6;5777;Category 2
NTRK1;4914;PTPN11;5781;Category 2
NTRK1;4914;RAP1A;5906;Category 2
NTRK1;4914;RASA1;5921;Category 2
NTRK1;4914;SHC1;6464;Category 2
NTRK1;4914;UBB;7314;Category 1
NTRK1;4914;CAV1;857;Category 2
NTRK1;4914;DYNLL1;8655;Category 1
NTRK1;4914;IRS2;8660;Category 2
NTRK1;4914;SQSTM1;8878;Category 2
NTRK1;4914;DNAJA3;9093;Category 1
NTRK1;4914;RICS;9743;Category 1
NTRK1;4914;RUSC1;23623;Category 1
NTRK1;4914;SH2B1;25970;Category 1
NTRK1;4914;SH2B2;10603;Category 2
NTRK1;4914;SH2D1A;4068;Category 1
NTRK1;4914;NTRK1;4914;Category 4
NTRK2;4915;GIPC1;10755;Category 1
NTRK2;4915;NCK1;4690;Category 2
NTRK2;4915;NGFR;4804;Category 2
NTRK2;4915;NTF3;4908;Category 1
NTRK2;4915;NTF5;4909;Category 1
NTRK2;4915;SHC3;53358;Category 1
NTRK2;4915;DOK5;55816;Category 1
NTRK2;4915;KIDINS220;57498;Category 2
NTRK2;4915;PTPN1;5770;Category 2
NTRK2;4915;PTPN11;5781;Category 2
NTRK2;4915;BDNF;627;Category 1
NTRK2;4915;SHC1;6464;Category 2
NTRK2;4915;UBB;7314;Category 1
NTRK2;4915;NCK2;8440;Category 2
NTRK2;4915;DYNLL1;8655;Category 1
NTRK2;4915;SQSTM1;8878;Category 2
NTRK2;4915;SH2B1;25970;Category 1
NTRK2;4915;SH2B2;10603;Category 2
NTRK2;4915;SH2D1A;4068;Category 1
NTRK2;4915;FRS3;10817;Category 4
NTRK2;4915;NTRK2;4915;Category 4
NTRK2;4915;PLCG1;5335;Category 4
NTRK3;4916;FOS;2353;Category 2
NTRK3;4916;HTR2A;3356;Category 1
NTRK3;4916;IRAK1;3654;Category 2
NTRK3;4916;JUN;3725;Category 2
NTRK3;4916;NGFR;4804;Category 2
NTRK3;4916;NGFRAP1;27018;Category 1
NTRK3;4916;NTF3;4908;Category 1
NTRK3;4916;PLCG1;5335;Category 2
NTRK3;4916;DOK5;55816;Category 1
NTRK3;4916;KIDINS220;57498;Category 2
NTRK3;4916;PTPN1;5770;Category 2
NTRK3;4916;SHC1;6464;Category 2
NTRK3;4916;DYNLL1;8655;Category 1
NTRK3;4916;SQSTM1;8878;Category 2
NTRK3;4916;SH2D1A;4068;Category 1
TXK;7294;CCR5;1234;Category 2
TXK;7294;SH2D2A;9047;Category 2
TXK;7294;YTHDC1;91746;Category 2
TXK;7294;CTLA4;1493;Category 4
TXK;7294;LCP2;3937;Category 4
TXK;7294;TXK;7294;Category 4
TYK2;7297;CRKL;1399;Category 2
TYK2;7297;GHR;2690;Category 2
TYK2;7297;IFNAR2;3455;Category 2
TYK2;7297;IL12RB1;3594;Category 1
TYK2;7297;IL13RA1;3597;Category 1
TYK2;7297;IL6ST;3572;Category 2
TYK2;7297;IRS1;3667;Category 2
TYK2;7297;JAKMIP1;152789;Category 1
TYK2;7297;PIK3R1;5295;Category 2
TYK2;7297;PLAUR;5329;Category 1
TYK2;7297;PRMT5;10419;Category 1
TYK2;7297;PTAFR;5724;Category 1
TYK2;7297;PTPN1;5770;Category 2
TYK2;7297;PTPN6;5777;Category 2
TYK2;7297;PTPRC;5788;Category 2
TYK2;7297;STAM2;10254;Category 2
TYK2;7297;STAT2;6773;Category 2
TYK2;7297;VAV1;7409;Category 2
TYK2;7297;XRCC5;7520;Category 2
TYK2;7297;IRS2;8660;Category 2
TYK2;7297;CBL;867;Category 2
TYK2;7297;STAT5B;6777;Category 3
TYK2;7297;IL10RA;3587;Category 3
TYK2;7297;GNB2L1;10399;Category 4
TYK2;7297;IFNAR1;3454;Category 4
TYK2;7297;STAT1;6772;Category 4
TYK2;7297;TYK2;7297;Category 4
TYRO3;7301;GAS6;2621;Category 1
TYRO3;7301;PIK3R1;5295;Category 2
TYRO3;7301;PROS1;5627;Category 1
TYRO3;7301;YES1;7525;Category 2
TYRO3;7301;PLCG1;5335;Category 3
YES1;7525;CD2AP;23607;Category 2
YES1;7525;DLG4;1742;Category 1
YES1;7525;DOK1;1796;Category 2
YES1;7525;GM632;57473;Category 2
YES1;7525;GP2;2813;Category 1
YES1;7525;GP6;51206;Category 1
YES1;7525;ITGB4;3691;Category 2
YES1;7525;KDR;3791;Category 2
YES1;7525;NPHS1;4868;Category 1
YES1;7525;OCLN;4950;Category 2
YES1;7525;PDCD6IP;10015;Category 1
YES1;7525;PECAM1;5175;Category 2
YES1;7525;PTPRE;5791;Category 2
YES1;7525;RASA1;5921;Category 2
YES1;7525;RPL10;6134;Category 2
YES1;7525;TP53BP2;7159;Category 2
YES1;7525;TRPV4;59341;Category 2
YES1;7525;YAP1;10413;Category 2
YES1;7525;ADAM12;8038;Category 1
YES1;7525;CAPG;822;Category 1
YES1;7525;SLC9A3R1;9368;Category 2
YES1;7525;CD36;948;Category 2
